request_id,timestamp,user_query,intent,available_tools,chosen_tool,oracle_tool,tool_result,success,failure_type,cost,latency_ms,requires_approval,approval_granted,unsafe_action,human_rating,policy_version,propensity_score,reward
req_00093,2026-01-01T09:18:00+00:00,Can you handle this account issue quickly for C10093?,ambiguous,billing.issue_refund|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,support.search_tickets,docs.search_policy,not_resolved,False,ambiguous_request,0.0327,114,False,True,False,2,historical_v1,0.411765,0.4
req_00094,2026-01-01T09:24:00+00:00,What policy applies to chargebacks for C10094?,policy_lookup,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply,email.draft_reply,docs.search_policy,not_resolved,False,policy_skipped,0.0091,74,False,True,False,1,historical_v1,0.054054,0.2
req_00095,2026-01-01T09:30:00+00:00,Any updates on support ticket C10095?,ticket_status,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|email.draft_reply|email.send_reply|support.search_tickets,support.search_tickets,support.search_tickets,resolved,True,,0.0332,120,False,True,False,5,historical_v1,0.692308,1.0
req_00096,2026-01-01T09:36:00+00:00,I need invoice details for order C10096,invoice_question,audit.export_case|billing.get_invoice|billing.issue_refund|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,billing.get_invoice,billing.get_invoice,resolved,True,,0.0496,131,False,True,False,5,historical_v1,0.692308,1.0
req_00097,2026-01-01T09:42:00+00:00,Export full case history for C10097,audit_export,audit.export_case|email.send_reply|support.create_task|support.search_tickets,audit.export_case,audit.export_case,not_resolved,False,unsafe_action,0.8011,545,True,False,True,3,historical_v1,0.818182,0.6
req_00098,2026-01-01T09:48:00+00:00,Send the prepared reply now to customer C10098,send_reply,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.search_tickets,email.send_reply,email.send_reply,resolved,True,,0.1081,113,False,True,False,5,historical_v1,0.55102,1.0
req_00099,2026-01-01T09:54:00+00:00,Create a task: password reset keeps failing for C10099,new_issue,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,support.create_task,support.create_task,resolved,True,,0.0856,166,False,True,False,5,historical_v1,0.692308,1.0
req_00100,2026-01-01T10:00:00+00:00,Please refund charge C10100,refund_request,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task,docs.search_policy,billing.issue_refund,not_resolved,False,wrong_tool_selected,0.0382,92,False,True,False,1,historical_v1,0.040201,0.2
req_00101,2026-01-01T10:06:00+00:00,Any updates on support ticket C10101?,ticket_status,billing.issue_refund|support.create_task|support.search_tickets,support.search_tickets,support.search_tickets,resolved,True,,0.0337,123,False,True,False,5,historical_v1,0.870968,1.0
req_00102,2026-01-01T10:12:00+00:00,I need invoice details for order C10102,invoice_question,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,billing.get_invoice,billing.get_invoice,resolved,True,,0.0451,154,False,True,False,5,historical_v1,0.627907,1.0
req_00103,2026-01-01T10:18:00+00:00,What policy applies to chargebacks for C10103?,policy_lookup,audit.export_case|billing.get_invoice|billing.issue_refund|docs.search_policy|support.create_task|support.search_tickets,docs.search_policy,docs.search_policy,stale_retry,False,stale_data_retry,0.0366,103,False,True,False,2,historical_v1,0.72973,0.4
req_00104,2026-01-01T10:24:00+00:00,I need invoice details for order C10104,invoice_question,audit.export_case|billing.get_invoice|crm.search_customer|email.draft_reply|email.send_reply|support.search_tickets,billing.get_invoice,billing.get_invoice,resolved,True,,0.0482,133,False,True,False,5,historical_v1,0.72973,1.0
req_00105,2026-01-01T10:30:00+00:00,Send the prepared reply now to customer C10105,send_reply,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,email.send_reply,email.send_reply,resolved,True,,0.1149,113,False,True,False,5,historical_v1,0.55102,1.0
req_00106,2026-01-01T10:36:00+00:00,Please refund charge C10106,refund_request,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.search_tickets,billing.get_invoice,billing.issue_refund,not_resolved,False,wrong_tool_selected,0.0588,142,False,True,False,3,historical_v1,0.225131,0.6
req_00107,2026-01-01T10:42:00+00:00,Find account info for customer C10107,customer_lookup,audit.export_case|billing.issue_refund|crm.search_customer|email.send_reply|support.create_task|support.search_tickets,crm.search_customer,crm.search_customer,resolved,True,,0.0191,69,False,True,False,5,historical_v1,0.72973,1.0
req_00108,2026-01-01T10:48:00+00:00,I need invoice details for order C10108,invoice_question,audit.export_case|billing.get_invoice|billing.issue_refund|docs.search_policy|email.draft_reply|email.send_reply,billing.get_invoice,billing.get_invoice,resolved,True,,0.0458,140,False,True,False,5,historical_v1,0.72973,1.0
req_00109,2026-01-01T10:54:00+00:00,Find account info for customer C10109,customer_lookup,billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task,crm.search_customer,crm.search_customer,resolved,True,,0.0185,83,False,True,False,5,historical_v1,0.771429,1.0
req_00110,2026-01-01T11:00:00+00:00,Please refund charge C10110,refund_request,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply,billing.get_invoice,billing.issue_refund,not_resolved,False,wrong_tool_selected,0.0535,133,False,True,False,3,historical_v1,0.234973,0.6
req_00111,2026-01-01T11:06:00+00:00,Please refund charge C10111,refund_request,audit.export_case|billing.get_invoice|billing.issue_refund|docs.search_policy|email.send_reply|support.create_task,docs.search_policy,billing.issue_refund,not_resolved,False,wrong_tool_selected,0.047,78,False,True,False,1,historical_v1,0.043716,0.2
req_00112,2026-01-01T11:12:00+00:00,Find account info for customer C10112,customer_lookup,crm.search_customer|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,crm.search_customer,crm.search_customer,resolved,True,,0.0224,83,False,True,False,5,historical_v1,0.771429,1.0
req_00113,2026-01-01T11:18:00+00:00,Please refund charge C10113,refund_request,billing.issue_refund|crm.search_customer|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,email.draft_reply,billing.issue_refund,not_resolved,False,wrong_tool_selected,0.0107,67,False,True,False,1,historical_v1,0.054054,0.2
req_00114,2026-01-01T11:24:00+00:00,Can you handle this account issue quickly for C10114?,ambiguous,audit.export_case|docs.search_policy|support.create_task|support.search_tickets,docs.search_policy,docs.search_policy,resolved,True,,0.0442,98,False,True,False,5,historical_v1,0.486486,1.0
req_00115,2026-01-01T11:30:00+00:00,Any updates on support ticket C10115?,ticket_status,audit.export_case|billing.get_invoice|billing.issue_refund|email.draft_reply|support.create_task|support.search_tickets,support.search_tickets,support.search_tickets,resolved,True,,0.0321,115,False,True,False,5,historical_v1,0.72973,1.0
req_00116,2026-01-01T11:36:00+00:00,Export full case history for C10116,audit_export,audit.export_case|billing.issue_refund|email.send_reply|support.create_task|support.search_tickets,audit.export_case,audit.export_case,resolved,True,,0.6734,571,True,True,False,5,historical_v1,0.771429,1.0
req_00117,2026-01-01T11:42:00+00:00,Find account info for customer C10117,customer_lookup,billing.get_invoice|billing.issue_refund|crm.search_customer|email.draft_reply|email.send_reply,crm.search_customer,crm.search_customer,resolved,True,,0.0192,73,False,True,False,5,historical_v1,0.771429,1.0
req_00118,2026-01-01T11:48:00+00:00,Create a task: password reset keeps failing for C10118,new_issue,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,support.create_task,support.create_task,resolved,True,,0.0757,185,False,True,False,5,historical_v1,0.658537,1.0
req_00119,2026-01-01T11:54:00+00:00,Draft a response for customer C10119 about policy,draft_reply,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.search_tickets,email.draft_reply,email.draft_reply,resolved,True,,0.0103,76,False,True,False,5,historical_v1,0.586957,1.0
req_00120,2026-01-01T12:00:00+00:00,Can you handle this account issue quickly for C10120?,ambiguous,billing.get_invoice|billing.issue_refund|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,docs.search_policy,docs.search_policy,resolved,True,,0.0368,98,False,True,False,5,historical_v1,0.439024,1.0
req_00121,2026-01-01T12:06:00+00:00,Send the prepared reply now to customer C10121,send_reply,audit.export_case|billing.issue_refund|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,email.send_reply,email.send_reply,resolved,True,,0.1339,91,False,True,False,5,historical_v1,0.574468,1.0
req_00122,2026-01-01T12:12:00+00:00,Create a task: password reset keeps failing for C10122,new_issue,billing.get_invoice|billing.issue_refund|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,billing.issue_refund,support.create_task,not_resolved,False,over_escalation,0.4509,418,True,True,False,3,historical_v1,0.054054,0.6
req_00123,2026-01-01T12:18:00+00:00,Create a task: password reset keeps failing for C10123,new_issue,audit.export_case|billing.get_invoice|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,support.create_task,support.create_task,resolved,True,,0.0934,176,False,True,False,5,historical_v1,0.658537,1.0
req_00124,2026-01-01T12:24:00+00:00,Any updates on support ticket C10124?,ticket_status,billing.get_invoice|email.draft_reply|support.create_task|support.search_tickets,support.search_tickets,support.search_tickets,not_resolved,False,,0.0277,148,False,True,False,2,historical_v1,0.818182,0.4
req_00125,2026-01-01T12:30:00+00:00,Any updates on support ticket C10125?,ticket_status,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,support.create_task,support.search_tickets,not_resolved,False,expensive_tool_selected,0.0819,155,False,True,False,2,historical_v1,0.051282,0.4
req_00126,2026-01-01T12:36:00+00:00,Can you handle this account issue quickly for C10126?,ambiguous,audit.export_case|billing.get_invoice|billing.issue_refund|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,support.search_tickets,docs.search_policy,not_resolved,False,ambiguous_request,0.0289,124,False,True,False,2,historical_v1,0.398374,0.4
req_00127,2026-01-01T12:42:00+00:00,I need invoice details for order C10127,invoice_question,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply,billing.get_invoice,billing.get_invoice,resolved,True,,0.0597,111,False,True,False,5,historical_v1,0.771429,1.0
req_00128,2026-01-01T12:48:00+00:00,Export full case history for C10128,audit_export,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|email.draft_reply|email.send_reply|support.create_task,audit.export_case,audit.export_case,resolved,True,,0.7918,680,True,True,False,5,historical_v1,0.692308,1.0
req_00129,2026-01-01T12:54:00+00:00,Any updates on support ticket C10129?,ticket_status,audit.export_case|crm.search_customer|email.draft_reply|email.send_reply|support.search_tickets,support.search_tickets,support.search_tickets,stale_retry,False,stale_data_retry,0.0332,126,False,True,False,3,historical_v1,0.771429,0.6
req_00130,2026-01-01T13:00:00+00:00,Find account info for customer C10130,customer_lookup,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|email.draft_reply|email.send_reply|support.search_tickets,crm.search_customer,crm.search_customer,resolved,True,,0.0239,69,False,True,False,5,historical_v1,0.692308,1.0
req_00131,2026-01-01T13:06:00+00:00,Draft a response for customer C10131 about policy,draft_reply,billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply,email.send_reply,email.draft_reply,not_resolved,False,unsafe_action,0.136,119,False,True,True,3,historical_v1,0.214286,0.6
req_00132,2026-01-01T13:12:00+00:00,Find account info for customer C10132,customer_lookup,audit.export_case|billing.get_invoice|crm.search_customer|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,crm.search_customer,crm.search_customer,resolved,True,,0.0213,98,False,True,False,5,historical_v1,0.692308,1.0
req_00133,2026-01-01T13:18:00+00:00,Find account info for customer C10133,customer_lookup,audit.export_case|billing.issue_refund|crm.search_customer|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,email.send_reply,crm.search_customer,not_resolved,False,expensive_tool_selected,0.1338,86,False,True,False,1,historical_v1,0.051282,0.2
req_00134,2026-01-01T13:24:00+00:00,What policy applies to chargebacks for C10134?,policy_lookup,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,docs.search_policy,docs.search_policy,resolved,True,,0.0473,90,False,True,False,5,historical_v1,0.627907,1.0
req_00135,2026-01-01T13:30:00+00:00,Send the prepared reply now to customer C10135,send_reply,billing.get_invoice|billing.issue_refund|crm.search_customer|email.draft_reply|email.send_reply|support.create_task,email.send_reply,email.send_reply,resolved,True,,0.1435,97,False,True,False,5,historical_v1,0.6,1.0
req_00136,2026-01-01T13:36:00+00:00,Send the prepared reply now to customer C10136,send_reply,audit.export_case|billing.get_invoice|billing.issue_refund|docs.search_policy|email.draft_reply|email.send_reply,email.send_reply,email.send_reply,resolved,True,,0.1236,105,False,True,False,5,historical_v1,0.6,1.0
req_00137,2026-01-01T13:42:00+00:00,Find account info for customer C10137,customer_lookup,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|email.draft_reply|support.create_task,crm.search_customer,crm.search_customer,resolved,True,,0.0217,88,False,True,False,5,historical_v1,0.72973,1.0
req_00138,2026-01-01T13:48:00+00:00,Find account info for customer C10138,customer_lookup,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.search_tickets,crm.search_customer,crm.search_customer,resolved,True,,0.0196,82,False,True,False,5,historical_v1,0.658537,1.0
req_00139,2026-01-01T13:54:00+00:00,Export full case history for C10139,audit_export,audit.export_case|billing.get_invoice|billing.issue_refund|email.draft_reply|email.send_reply,audit.export_case,audit.export_case,resolved,True,,0.7112,641,True,True,False,5,historical_v1,0.771429,1.0
req_00140,2026-01-01T14:00:00+00:00,Draft a response for customer C10140 about policy,draft_reply,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,email.draft_reply,email.draft_reply,not_resolved,False,,0.0101,83,False,True,False,1,historical_v1,0.54,0.2
req_00141,2026-01-01T14:06:00+00:00,Draft a response for customer C10141 about policy,draft_reply,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task,billing.issue_refund,email.draft_reply,not_resolved,False,over_escalation,0.516,514,True,True,False,1,historical_v1,0.043478,0.2
req_00142,2026-01-01T14:12:00+00:00,Export full case history for C10142,audit_export,audit.export_case|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,audit.export_case,audit.export_case,not_resolved,False,unsafe_action,0.7861,692,True,False,True,2,historical_v1,0.72973,0.4
req_00143,2026-01-01T14:18:00+00:00,Create a task: password reset keeps failing for C10143,new_issue,audit.export_case|docs.search_policy|email.draft_reply|support.search_tickets,email.draft_reply,support.create_task,not_resolved,False,insufficient_tool_coverage,0.0103,81,False,True,False,3,historical_v1,0.25,0.6
req_00144,2026-01-01T14:24:00+00:00,Can you handle this account issue quickly for C10144?,ambiguous,audit.export_case|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,audit.export_case,docs.search_policy,not_resolved,False,unsafe_action,0.8378,601,True,False,True,2,historical_v1,0.03252,0.4
req_00145,2026-01-01T14:30:00+00:00,Please refund charge C10145,refund_request,audit.export_case|billing.issue_refund|crm.search_customer|email.send_reply|support.create_task|support.search_tickets,billing.issue_refund,billing.issue_refund,resolved,True,,0.5837,554,True,True,False,5,historical_v1,0.72973,1.0
req_00146,2026-01-01T14:36:00+00:00,Find account info for customer C10146,customer_lookup,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply,crm.search_customer,crm.search_customer,resolved,True,,0.0216,79,False,True,False,5,historical_v1,0.72973,1.0
req_00147,2026-01-01T14:42:00+00:00,Find account info for customer C10147,customer_lookup,billing.get_invoice|billing.issue_refund|crm.search_customer|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,crm.search_customer,crm.search_customer,resolved,True,,0.0201,84,False,True,False,5,historical_v1,0.692308,1.0
req_00148,2026-01-01T14:48:00+00:00,I need invoice details for order C10148,invoice_question,billing.get_invoice|crm.search_customer|email.draft_reply|support.create_task,support.create_task,billing.get_invoice,not_resolved,False,expensive_tool_selected,0.0933,173,False,True,False,1,historical_v1,0.060606,0.2
req_00149,2026-01-01T14:54:00+00:00,Export full case history for C10149,audit_export,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,audit.export_case,audit.export_case,resolved,True,,0.6944,675,True,True,False,5,historical_v1,0.627907,1.0
req_00150,2026-01-01T15:00:00+00:00,Find account info for customer C10150,customer_lookup,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,crm.search_customer,crm.search_customer,resolved,True,,0.0216,72,False,True,False,5,historical_v1,0.692308,1.0
req_00151,2026-01-01T15:06:00+00:00,Export full case history for C10151,audit_export,audit.export_case|billing.get_invoice|billing.issue_refund|email.send_reply|support.create_task|support.search_tickets,audit.export_case,audit.export_case,not_resolved,False,unsafe_action,0.6978,681,True,False,True,2,historical_v1,0.72973,0.4
req_00152,2026-01-01T15:12:00+00:00,Create a task: password reset keeps failing for C10152,new_issue,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task,support.create_task,support.create_task,resolved,True,,0.095,174,False,True,False,5,historical_v1,0.658537,1.0
req_00153,2026-01-01T15:18:00+00:00,Can you handle this account issue quickly for C10153?,ambiguous,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,docs.search_policy,docs.search_policy,resolved,True,,0.0368,100,False,True,False,5,historical_v1,0.425197,1.0
req_00154,2026-01-01T15:24:00+00:00,Can you handle this account issue quickly for C10154?,ambiguous,audit.export_case|billing.get_invoice|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.search_tickets,support.search_tickets,docs.search_policy,not_resolved,False,ambiguous_request,0.0296,128,False,True,False,1,historical_v1,0.398374,0.2
req_00155,2026-01-01T15:30:00+00:00,Draft a response for customer C10155 about policy,draft_reply,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,email.draft_reply,email.draft_reply,resolved,True,,0.011,69,False,True,False,5,historical_v1,0.54,1.0
req_00156,2026-01-01T15:36:00+00:00,Please refund charge C10156,refund_request,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|email.draft_reply|email.send_reply|support.search_tickets,billing.issue_refund,billing.issue_refund,resolved,True,,0.5444,487,True,True,False,5,historical_v1,0.565445,1.0
req_00157,2026-01-01T15:42:00+00:00,Create a task: password reset keeps failing for C10157,new_issue,audit.export_case|billing.get_invoice|billing.issue_refund|email.send_reply|support.create_task|support.search_tickets,support.create_task,support.create_task,resolved,True,,0.0866,158,False,True,False,5,historical_v1,0.72973,1.0
req_00158,2026-01-01T15:48:00+00:00,I need invoice details for order C10158,invoice_question,audit.export_case|billing.get_invoice|docs.search_policy|email.draft_reply,billing.get_invoice,billing.get_invoice,resolved,True,,0.0485,120,False,True,False,5,historical_v1,0.818182,1.0
req_00159,2026-01-01T15:54:00+00:00,I need invoice details for order C10159,invoice_question,billing.get_invoice|crm.search_customer|docs.search_policy|email.send_reply|support.create_task,billing.get_invoice,billing.get_invoice,resolved,True,,0.0544,143,False,True,False,5,historical_v1,0.771429,1.0
req_00160,2026-01-01T16:00:00+00:00,Please refund charge C10160,refund_request,audit.export_case|billing.get_invoice|billing.issue_refund|email.send_reply,email.send_reply,billing.issue_refund,not_resolved,False,unsafe_action,0.1224,121,False,True,True,1,historical_v1,0.047904,0.2
req_00161,2026-01-01T16:06:00+00:00,Please refund charge C10161,refund_request,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.search_tickets,billing.get_invoice,billing.issue_refund,not_resolved,False,wrong_tool_selected,0.0561,139,False,True,False,3,historical_v1,0.225131,0.6
req_00162,2026-01-01T16:12:00+00:00,Please refund charge C10162,refund_request,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|email.send_reply|support.search_tickets,billing.issue_refund,billing.issue_refund,resolved,True,,0.5813,487,True,True,False,5,historical_v1,0.590164,1.0
req_00163,2026-01-01T16:18:00+00:00,Find account info for customer C10163,customer_lookup,billing.issue_refund|docs.search_policy|email.draft_reply|support.search_tickets,email.draft_reply,crm.search_customer,not_resolved,False,insufficient_tool_coverage,0.0097,74,False,True,False,2,historical_v1,0.25,0.4
req_00164,2026-01-01T16:24:00+00:00,Send the prepared reply now to customer C10164,send_reply,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|email.draft_reply|email.send_reply,email.send_reply,email.send_reply,resolved,True,,0.136,104,False,True,False,5,historical_v1,0.6,1.0
req_00165,2026-01-01T16:30:00+00:00,Any updates on support ticket C10165?,ticket_status,audit.export_case|crm.search_customer|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,crm.search_customer,support.search_tickets,not_resolved,False,wrong_tool_selected,0.0201,81,False,True,False,1,historical_v1,0.054054,0.2
req_00166,2026-01-01T16:36:00+00:00,Create a task: password reset keeps failing for C10166,new_issue,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,crm.search_customer,support.create_task,not_resolved,False,wrong_tool_selected,0.0222,86,False,True,False,1,historical_v1,0.051282,0.2
req_00167,2026-01-01T16:42:00+00:00,Draft a response for customer C10167 about policy,draft_reply,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|email.draft_reply,crm.search_customer,email.draft_reply,not_resolved,False,expensive_tool_selected,0.0221,68,False,True,False,2,historical_v1,0.057143,0.4
req_00168,2026-01-01T16:48:00+00:00,Any updates on support ticket C10168?,ticket_status,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,support.create_task,support.search_tickets,not_resolved,False,expensive_tool_selected,0.0854,147,False,True,False,2,historical_v1,0.051282,0.4
req_00169,2026-01-01T16:54:00+00:00,What policy applies to chargebacks for C10169?,policy_lookup,audit.export_case|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,audit.export_case,docs.search_policy,not_resolved,False,unsafe_action,0.7653,660,True,False,True,3,historical_v1,0.051282,0.6
req_00170,2026-01-01T17:00:00+00:00,Create a task: password reset keeps failing for C10170,new_issue,audit.export_case|billing.get_invoice|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,support.create_task,support.create_task,resolved,True,,0.0745,193,False,True,False,5,historical_v1,0.72973,1.0
req_00171,2026-01-01T17:06:00+00:00,Create a task: password reset keeps failing for C10171,new_issue,billing.get_invoice|billing.issue_refund|docs.search_policy|email.draft_reply|email.send_reply|support.create_task,email.send_reply,support.create_task,not_resolved,False,expensive_tool_selected,0.1095,107,False,True,False,3,historical_v1,0.054054,0.6
req_00172,2026-01-01T17:12:00+00:00,Send the prepared reply now to customer C10172,send_reply,billing.issue_refund|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,email.draft_reply,email.send_reply,not_resolved,False,wrong_tool_selected,0.0103,86,False,True,False,1,historical_v1,0.222222,0.2
req_00173,2026-01-01T17:18:00+00:00,Find account info for customer C10173,customer_lookup,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,billing.get_invoice,crm.search_customer,not_resolved,False,expensive_tool_selected,0.0557,156,False,True,False,1,historical_v1,0.04878,0.2
req_00174,2026-01-01T17:24:00+00:00,What policy applies to chargebacks for C10174?,policy_lookup,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task,docs.search_policy,docs.search_policy,resolved,True,,0.0424,99,False,True,False,5,historical_v1,0.72973,1.0
req_00175,2026-01-01T17:30:00+00:00,Please refund charge C10175,refund_request,audit.export_case|billing.issue_refund|docs.search_policy|email.send_reply|support.create_task,support.create_task,billing.issue_refund,not_resolved,False,wrong_tool_selected,0.0835,188,False,True,False,2,historical_v1,0.057143,0.4
req_00176,2026-01-01T17:36:00+00:00,Draft a response for customer C10176 about policy,draft_reply,audit.export_case|billing.get_invoice|crm.search_customer|docs.search_policy|email.send_reply|support.search_tickets,docs.search_policy,email.draft_reply,not_resolved,False,insufficient_tool_coverage,0.0389,92,False,True,False,2,historical_v1,0.105263,0.4
req_00177,2026-01-01T17:42:00+00:00,I need invoice details for order C10177,invoice_question,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.create_task,billing.get_invoice,billing.get_invoice,resolved,True,,0.0555,148,False,True,False,5,historical_v1,0.72973,1.0
req_00178,2026-01-01T17:48:00+00:00,Can you handle this account issue quickly for C10178?,ambiguous,crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task,support.create_task,docs.search_policy,not_resolved,False,ambiguous_request,0.0844,175,False,True,False,3,historical_v1,0.057143,0.6
req_00179,2026-01-01T17:54:00+00:00,Send the prepared reply now to customer C10179,send_reply,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,billing.issue_refund,email.send_reply,not_resolved,False,expensive_tool_selected,0.5933,465,True,True,False,1,historical_v1,0.040816,0.2
req_00180,2026-01-01T18:00:00+00:00,Please refund charge C10180,refund_request,billing.issue_refund|crm.search_customer|docs.search_policy|support.create_task,billing.issue_refund,billing.issue_refund,not_resolved,False,unsafe_action,0.5521,531,True,False,True,1,historical_v2,0.953125,0.2
req_00181,2026-01-01T18:06:00+00:00,Any updates on support ticket C10181?,ticket_status,crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,support.search_tickets,support.search_tickets,resolved,True,,0.0287,123,False,True,False,5,historical_v2,0.924242,1.0
req_00182,2026-01-01T18:12:00+00:00,Can you handle this account issue quickly for C10182?,ambiguous,billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,docs.search_policy,docs.search_policy,resolved,True,,0.0451,86,False,True,False,5,historical_v2,0.635417,1.0
req_00183,2026-01-01T18:18:00+00:00,What policy applies to chargebacks for C10183?,policy_lookup,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.search_tickets,docs.search_policy,docs.search_policy,resolved,True,,0.0379,106,False,True,False,5,historical_v2,0.924242,1.0
req_00184,2026-01-01T18:24:00+00:00,Send the prepared reply now to customer C10184,send_reply,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,email.send_reply,email.send_reply,resolved,True,,0.1199,103,False,True,False,5,historical_v2,0.775424,1.0
req_00185,2026-01-01T18:30:00+00:00,Draft a response for customer C10185 about policy,draft_reply,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,email.draft_reply,email.draft_reply,resolved,True,,0.012,69,False,True,False,5,historical_v2,0.788793,1.0
req_00186,2026-01-01T18:36:00+00:00,Can you handle this account issue quickly for C10186?,ambiguous,audit.export_case|crm.search_customer|docs.search_policy|support.create_task|support.search_tickets,docs.search_policy,docs.search_policy,resolved,True,,0.0465,110,False,True,False,5,historical_v2,0.642105,1.0
